[[194 453]] , [[192 455]]
[[214 838]] , [[214 839]]
[[430 840]] , [[430 847]]
[[674 840]] , [[674 843]]
[[212 836]] , [[212 837]]
[[656 838]] , [[656 849]]
[[224 832]] , [[224 833]]
[[ 74 456]] , [[ 74 461]]
[[ 76 313]] , [[ 76 317]]
[[ 58 340]] , [[ 58 345]]
[[463 594]] , [[464 593]]
[[102 313]] , [[102 317]]
[[ 75 480]] , [[ 75 487]]
[[ 75 480]] , [[ 75 487]]
[[208  26]] , [[208  31]]
[[110 313]] , [[110 317]]
[[  8 520]] , [[  7 521]]
[[ 46 490]] , [[ 46 494]]
[[ 96 306]] , [[ 96 311]]
[[  0 538]] , [[  0 543]]
[[ 22 538]] , [[ 22 543]]
[[ 66 442]] , [[ 66 449]]
[[ 66 442]] , [[ 66 447]]
[[ 70 476]] , [[ 70 481]]
[[ 29 448]] , [[ 29 452]]
[[ 66 486]] , [[ 66 491]]
[[ 66 486]] , [[ 66 491]]
[[407 594]] , [[408 593]]
[[835 608]] , [[836 607]]
[[ 69 494]] , [[ 67 496]]
[[ 68 492]] , [[ 68 493]]
[[ 74 454]] , [[ 74 459]]
[[ 52 480]] , [[ 51 481]]
[[685 914]] , [[686 913]]
[[384 544]] , [[384 545]]
[[920 609]] , [[919 610]]
[[526 726]] , [[525 727]]
[[384 542]] , [[384 543]]
[[508 725]] , [[508 731]]
[[393 563]] , [[394 562]]
[[754 740]] , [[754 744]]
[[500 724]] , [[500 729]]
[[454 966]] , [[454 975]]
[[  2 438]] , [[  2 441]]
[[  0 435]] , [[  0 439]]
[[194 453]] , [[192 455]]
[[214 838]] , [[214 839]]
[[430 840]] , [[430 847]]
[[674 840]] , [[674 843]]
[[212 836]] , [[212 837]]
[[656 838]] , [[656 849]]
[[224 832]] , [[224 833]]
[[194 453]] , [[192 455]]
[[214 838]] , [[214 839]]
[[430 840]] , [[430 847]]
[[674 840]] , [[674 843]]
[[212 836]] , [[212 837]]
[[656 838]] , [[656 849]]
[[224 832]] , [[224 833]]
[[ 821 1034]] , [[ 822 1033]]
